"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"TrE1139W";417,055490533844;-6,98659380641429;0,680756091283607;8,52923754474506e-26;2,92350839527117e-24
"TrA0102C";86,5385012995238;-6,98110356385728;0,7916267475401;4,66843930586232e-19;1,06677933261152e-17
"TrG0110C";1371,16657818813;-6,94780423897903;0,750214332191783;1,06327251650668e-21;2,87774016155834e-20
"TrE0823C";221,899671628738;-6,92096614482;0,774717610287382;3,54529154019076e-20;8,55137450203419e-19
"TrD0010W";9,24808848660755;-6,91505886330549;2,79035366064083;7,60374633563229e-06;3,96353360766826e-05
"TrA0420W";72,0899637535924;-6,88071704076816;1,17744296158182;9,22168361358921e-10;8,80751083901005e-09
"TrB1908C";4117,04883338537;-6,86708240869715;0,468351777857873;6,56664982179038e-50;6,77470209337186e-48
"TrG1022W";343,911014210791;-6,85714903805964;0,731219221861853;6,02435645204758e-22;1,66951580399829e-20
"TrG0929W";54,855183753409;-6,83324394803887;1,05159660619055;1,18338265889711e-10;1,23679511591855e-09
"TrA0159C";11,0188604480415;-6,83029099855513;2,71330781518066;3,48651447834312e-06;1,93757231276455e-05
"TrF0067W";125,138369936236;-6,82762121841794;0,706462426624304;6,09627432377699e-23;1,78938530855651e-21
"TrF1047C";794,685896928823;-6,82465603508739;1,10043987336516;2,49877900707046e-11;2,83543740952781e-10
"TrG1187W";7,84746052720432;-6,82159998135566;3,28621772836645;0,000278374022756851;0,00105670576215898
"TrG0819C";13,7894239908413;-6,80791119286318;2,63413080336801;9,74743815542681e-07;5,92926477405414e-06
"TrA0631C";2128,67493033533;-6,79882678901471;0,424739214464628;8,02041807925586e-59;1,1938965197978e-56
"TrG0018C";2805,70078137536;-6,78878196144615;0,574044780340801;1,66710334549763e-33;8,55724968477106e-32
"TrA2147C";8,85132089814318;-6,76657171726571;2,72679043341262;5,83339817400483e-06;3,11074764447955e-05
"TrD0682C";16,7264284523014;-6,74563999029302;2,76403286203452;1,03010362017055e-05;5,25388141075726e-05
"TrB0430C";13,1409711392758;-6,73890675814938;2,66649878736554;2,71106989910657e-06;1,53445672725098e-05
"TrA0421C";128,361826707415;-6,70357287685833;1,34418841574718;3,37694339287376e-08;2,58733457012828e-07
"TrC1105C";164,093270247133;-6,69151251701774;0,732717558619541;8,65474104736442e-21;2,19421901979409e-19
"TrD0195W";5,77620237718535;-6,68694228624218;2,92988643743989;5,77763971807061e-05;0,000253166551145062
"TrD0074W";181,401058696887;-6,67907072119796;0,840051230341129;3,61269808284556e-16;6,54683722143491e-15
"TrB0408W";6,89237159902384;-6,67283000908134;2,84185607518707;2,91867602331107e-05;0,000136563108050747
"TrG0019C";5124,7576245523;-6,65766042716057;0,430594635174045;3,43547135956146e-55;4,4747014458288e-53
"TrA2132C";24,4776662878377;-6,65311228265819;1,30408542820582;8,37289362491905e-09;7,04161029634032e-08
"TrA0277C";24,5152890576469;-6,63687838227589;1,35581461455523;2,84721904321786e-08;2,20252579289756e-07
"TrE0539W";2034,05309698692;-6,61067849098991;0,396068400024033;7,26936144054158e-64;1,18354290953818e-61
"TrC1508W";74,7096921063175;-6,60472099692423;1,27381806726319;5,41073103675312e-08;4,03000839192048e-07
"TrA0210C";816,167664478925;-6,59284661648634;0,404907399122775;1,29029062848405e-60;2,03709520436421e-58
"TrF0312W";148,012978072788;-6,59132275189528;0,816574041864161;4,11729836487182e-16;7,42253442248519e-15
"TrE0659C";14866,4633130707;-6,5749594363072;0,412351974629941;1,90604491416494e-58;2,72068328843817e-56
"TrC0021C";4,91107274391629;-6,56912423587172;2,94017171689718;8,25158020745731e-05;0,000350801573895166
"TrA0779C";202,91625707011;-6,56235073689369;1,40618794901474;1,19174918256795e-07;8,38489296580559e-07
"TrD1300W";7243,46250513376;-6,5256857391801;0,331491833576044;1,67122254508039e-87;4,83726081103824e-85
"TrD1412C";46,0821491590052;-6,5251809085014;0,888473036355897;2,09561541142501e-13;3,02861478322449e-12
"TrB0238W";53,2457063280057;-6,51141746295594;0,909660918349046;5,59570426689416e-13;7,77429846147162e-12
"TrE0190W";238,021148438072;-6,49991874079416;0,560936360370128;4,6406056166908e-32;2,30262431075801e-30
"TrF0061W";34,6970544530893;-6,49695285456246;2,52716393383816;0,000195154963079392;0,000765342384376089
"TrD0718C";126,45194917044;-6,4776524695116;0,704349217258355;5,14135760981277e-21;1,31306240917277e-19
"TrC1552C";13328,823487061;-6,47255425812448;0,615769784191366;4,40789194571209e-27;1,63452790300071e-25
"TrA0207C";203,920776735437;-6,45656770305711;1,53738001661597;9,34176277121558e-07;5,71250986361892e-06
"TrE0072W";5398,27441250383;-6,45309374299651;0,513972475100141;2,2128588104721e-37;1,31759936029253e-35
"TrA1961C";188,145732229355;-6,39649689419971;0,55358439758689;9,32422927349002e-32;4,43645977304868e-30
"TrA0006W";9,56634236839462;-6,38946235374772;2,58367799566688;3,59279987894549e-06;1,99132844354319e-05
"TrA0101C";7,53127139043119;-6,38287599561019;3,73691406888324;0,00118194345407286;0,00388267679427465
"TrB1902C";567,09167977521;-6,36970875499214;0,466116556472704;1,33577264871981e-43;1,10466277775083e-41
"TrC1563C";14,9952488467054;-6,3685084727804;1,55523191588908;1,6829597652248e-06;9,84087584379487e-06
"TrB1089W";58,0162955015603;-6,36685999013778;0,870139179876513;2,83316571649328e-13;4,04960037940466e-12
"TrE0668C";28,2244425877867;-6,36383994358945;1,43048735859463;1,37012060946151e-06;8,10713046597895e-06
"TrG1186W";4,3975366380375;-6,36101757805667;2,91280526920037;0,000111103635025223;0,000460318042529948
"TrD0190C";552,468699415645;-6,32871768465457;0,475322163026017;8,92141638946917e-42;6,59298998427438e-40
"TrA1877C";123,090673531953;-6,29584311133391;0,68846394367128;8,87916662980584e-21;2,24021589061929e-19
"TrA1955C";229,168001702564;-6,25696557283456;0,668692659016239;5,74988511127989e-22;1,59770140958764e-20
"TrF0197C";5,62410887492084;-6,22973607140804;3,15045145063508;0,000424683305270889;0,00153973557443377
"TrB1809W";748,977696014086;-6,2207009512998;0,426446914779815;1,92784269412948e-49;1,96942361498325e-47
"TrC1428W";6,56863296445059;-6,21566674406248;2,72620806653067;4,02495191173997e-05;0,000182665500524088
"TrA1909W";412,038617243145;-6,2142346287305;0,497725529547261;1,15801439875798e-36;6,70361668614341e-35
"TrA2001C";41,4990435820118;-6,19741248511415;1,22985754541775;6,17288204584536e-08;4,5426745089017e-07
"TrF0465C";56,8723575106191;-6,19594548364058;0,899699555516839;1,48036508227034e-12;1,92336710190236e-11
"TrD0003W";26,6035725555744;-6,17749793657836;1,10672168462965;1,5097925720975e-08;1,22428315963082e-07
"TrG0979W";610,94841601172;-6,17616018329432;1,2867522039857;6,16584534064404e-08;4,5426745089017e-07
"TrB1970W";79,162678607989;-6,16657279266754;1,44529599101237;1,02879180143564e-06;6,23256428544147e-06
"TrD0967W";102,079406762494;-6,15991188105321;0,639001126104459;1,59437726101555e-22;4,56412391752253e-21
"TrB0576W";5044,83850288689;-6,15207034740072;0,227788861763791;5,20992795615755e-162;6,78593116289521e-159
"TrE1035W";68,7681408829538;-6,14916591848487;0,713724059754629;1,45642202927484e-18;3,15507641269102e-17
"TrD1290C";24,5095408415928;-6,14136213314921;1,30744972952269;9,57333621083282e-08;6,84199336391449e-07
"TrB1001C";5,71704028003;-6,12588286734928;2,58146162286322;1,16024119448869e-05;5,85741920861055e-05
"TrF0239C";16,3945917811718;-6,12155807051972;1,34894785509978;2,10601085472996e-07;1,42961779194047e-06
"TrF0290W";13,3445400047668;-6,11179874334927;1,41309242177659;5,64131963027974e-07;3,57123636376154e-06
"TrE1138C";610,400176315688;-6,11103264321312;0,45500723643421;2,72843926327612e-42;2,1025181174454e-40
"TrA1966W";24,5133491958648;-6,0794017863739;1,41307223661247;6,2911821920179e-07;3,94429112159004e-06
"TrE1268W";379,727055126062;-6,07583379894707;0,433419682931042;4,59703350267014e-46;4,31541343223629e-44
"TrC0133W";30,0894282859647;-6,07427454794905;1,16253845876452;8,28732772167366e-08;5,98019077976728e-07
"TrA0346C";13664,7918908388;-6,06632422374817;0,485028398777497;7,04336420425974e-37;4,10010363175343e-35
"TrC1517W";7,25068002749099;-6,05495519807245;2,57149483768432;1,34277878639099e-05;6,7042429104907e-05
"TrD1138W";160,758582939881;-6,02979399604475;0,729349035259324;1,39081638446976e-17;2,78163276893953e-16
"TrB0858W";327,868878228269;-6,00210949427602;0,606189920161745;2,44658651663e-24;7,77238765344042e-23
"TrB0815W";255,620100681709;-5,98893670512498;0,383442440924729;1,29383774592534e-55;1,72843452724897e-53
"TrD0030C";347,344873235983;-5,9638471311449;0,527866736988751;7,35357548703784e-31;3,36071300767256e-29
"TrB0798W";3,81781130261721;-5,95709989343677;2,85237809149638;0,000191678925061922;0,000754550207459473
"TrD0234C";39,6684368674286;-5,95476267051758;0,940754290847105;1,06897614435638e-10;1,12059672275588e-09
"TrD0036W";6601,02729371863;-5,95206102258021;0,464216472391408;6,49624032643034e-39;4,12748928057342e-37
