"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"TrG0015C";691,668901176543;-7,15323734370938;2,0296481335587;-3,52437312923161;0,000424486038259721;0,00153874344560675
"TrA0101C";7,53127139043119;-7,14929036883804;2,20438873561666;-3,24320763090729;0,00118192044841177;0,00387983895388302
"TrA0102C";86,5385012995238;-7,14916641380237;0,80148787345503;-8,91986847284907;4,66842308108827e-19;1,0653607070606e-17
"TrE0001C";18,813893966263;-7,1439660481909;1,39081046966473;-5,13654894323095;2,79829498024649e-07;1,85527135085764e-06
"TrA1529C";7,80996323710938;-7,13467185961892;1,4801331825589;-4,82029046013568;1,43349353799219e-06;8,44627350718674e-06
"TrB1903W";319,770359902647;-7,12616404500615;0,648120214369617;-10,9951269641193;4,03345476825624e-28;1,59942584707773e-26
"TrE1139W";417,055490533844;-7,11837837306973;0,677863450720811;-10,5011980886421;8,52906526317794e-26;2,91638103703878e-24
"TrG0110C";1371,16657818813;-7,1090088971646;0,742799433144134;-9,57056316948637;1,06324907645401e-21;2,87270067832612e-20
"TrA0779C";202,91625707011;-7,10880751826477;1,34261180292929;-5,29476018515173;1,19172699874672e-07;8,38066140925797e-07
"TrA0207C";203,920776735437;-7,10354832500596;1,44821914219083;-4,90502308529074;9,34163517819979e-07;5,71066314615742e-06
"TrE0823C";221,899671628738;-7,09151723424372;0,770730560190742;-9,20103289077923;3,545253182936e-20;8,53890195030937e-19
"TrA0277C";24,5152890576469;-7,08657132087287;1,27672600152368;-5,55058118375872;2,84721451519361e-08;2,20115642542284e-07
"TrC1508W";74,7096921063175;-7,08201906892082;1,30249808347025;-5,43725872521223;5,4106544003921e-08;4,02767414287575e-07
"TrG1187W";7,84746052720432;-7,0778272261709;1,94732653245864;-3,63463810932347;0,000278371105796706;0,00105606848394101
"TrA2132C";24,4776662878377;-7,07770860773762;1,22860363748513;-5,76077458327018;8,37287989819439e-09;7,03632267995723e-08
"TrF0981W";9,00853574506223;-7,06782236186234;1,45265232555846;-4,86546039785891;1,14190675191427e-06;6,88378353509475e-06
"TrG1008W";10,7724626758091;-7,06627969007123;1,34173107702354;-5,26653948103139;1,39019359837362e-07;9,68492253669908e-07
"TrG1022W";343,911014210791;-7,00987325671843;0,72798682883873;-9,62912099371419;6,02425876470959e-22;1,66649853202006e-20
"TrC1563C";14,9952488467054;-6,9721852447083;1,4561217244861;-4,78818846492312;1,68293565172568e-06;9,83819277569907e-06
"TrF0067W";125,138369936236;-6,9718036082834;0,70695219752139;-9,86177514226124;6,09619398841637e-23;1,78587660407849e-21
"TrE0668C";28,2244425877867;-6,96548372504468;1,44233703885841;-4,82930378780106;1,37011246350798e-06;8,10487968345133e-06
"TrB1908C";4117,04883338537;-6,93311391681116;0,466754656485656;-14,8538719870794;6,56638953323198e-50;6,78028479624518e-48
"TrF1086C";9,32328639775188;-6,90992358883456;1,58990618313991;-4,34612033219982;1,3856657212965e-05;6,90119761575988e-05
"TrG0018C";2805,70078137536;-6,88543906618538;0,570814981995312;-12,0624708239384;1,66705407988486e-33;8,5224053917251e-32
"TrD0074W";181,401058696887;-6,87831929027467;0,843873767457653;-8,15088648980884;3,61266099847991e-16;6,54104888075468e-15
"TrG1170C";7,82434988838666;-6,87025694838444;1,44908789339519;-4,74109057131623;2,12570872189982e-06;1,22413121262801e-05
"TrG1010C";9,23387101525997;-6,85809311218491;1,26450860441936;-5,42352427513455;5,84352751889973e-08;4,32520571288895e-07
"TrA0631C";2128,67493033533;-6,85314882922647;0,42378099449588;-16,1714397725146;8,02019138032212e-59;1,19489394150542e-56
"TrC1105C";164,093270247133;-6,84758627417173;0,732257393253937;-9,35133784548499;8,65459893597013e-21;2,19074787143768e-19
"TrA2146C";10,8712199005879;-6,83376444762823;1,43826156813714;-4,75140586317651;2,02007200439369e-06;1,16781213602117e-05
"TrF0394W";7,69150206475109;-6,81684633880294;1,47256192168905;-4,6292425726885;3,67005653184481e-06;2,02835291842128e-05
"TrD1309W";9,95502318128972;-6,80888622797215;1,3021356273785;-5,22901461630383;1,70415893611935e-07;1,17079535868174e-06
"TrF0312W";148,012978072788;-6,79059016990646;0,83473110282787;-8,13506307228945;4,11723937536112e-16;7,41600853983439e-15
"TrB1970W";79,162678607989;-6,7849326916826;1,38863242960305;-4,8860537511875;1,02877122944045e-06;6,23057790466575e-06
"TrD1412C";46,0821491590052;-6,76315309226712;0,92109041869802;-7,34255069315234;2,09561109090524e-13;3,02702604806797e-12
"TrB0238W";53,2457063280057;-6,75570110881815;0,936991957714147;-7,20998836030474;5,59566599551554e-13;7,770599289911e-12
"TrA1965W";10,1570536296303;-6,73503944628482;1,27425813303012;-5,28545925798351;1,25389778537761e-07;8,79414929637063e-07
"TrG0019C";5124,7576245523;-6,71499492103126;0,429131614443566;-15,6478681481864;3,43536139077266e-55;4,47842299304601e-53
"TrF0452W";11,0886882585182;-6,71317859154226;1,34607441051645;-4,98722696092751;6,12520944576829e-07;3,84586449788787e-06
"TrC0009W";11,5710912413674;-6,69034294613958;1,40968524381388;-4,74598352752772;2,07495599000368e-06;1,19688694799493e-05
"TrD0010W";9,24808848660755;-6,68390799454244;1,49326080412886;-4,47604864204662;7,60371681575873e-06;3,96099713644095e-05
"TrF0290W";13,3445400047668;-6,67742873748442;1,3346555050956;-5,00311032471719;5,64126339756792e-07;3,5699475711915e-06
"TrD0195W";5,77620237718535;-6,67176865338254;1,65893543930555;-4,02171687656237;5,77754778767355e-05;0,00025306193144749
"TrF0233W";9,3241381223137;-6,67095644905972;1,3354763286598;-4,99518883704535;5,87782242981317e-07;3,70167935510396e-06
"TrG0979W";610,94841601172;-6,66916500715593;1,23185317821237;-5,4139284819917;6,16568007518769e-08;4,54020170786559e-07
"TrE0539W";2034,05309698692;-6,65922919946003;0,39469850037054;-16,8716860925704;7,26914916171639e-64;1,18453057199282e-61
"TrA2001C";41,4990435820118;-6,65441353754748;1,22917563222463;-5,41372067838993;6,17284343617238e-08;4,54020170786559e-07
"TrA1966W";24,5133491958648;-6,64463957869731;1,33371415305784;-4,98205673491804;6,29119820750365e-07;3,94296310733507e-06
"TrA0210C";816,167664478925;-6,64410753994712;0,404539248030057;-16,4238885900472;1,29026245454295e-60;2,03881017248915e-58
"TrD0718C";126,45194917044;-6,63164599824466;0,705025123107318;-9,40625487077176;5,1412998463283e-21;1,31096860873736e-19
